title,genre,youtube_url,title_clean,lyrics
Boyz II Men - I'll Make Love To You (Official Music Video),pop,https://www.youtube.com/watch?v=fV8vB1BB2qc,Boyz II Men I'll Make Love To You,"26 ContributorsI’ll Make Love to You LyricsWritten by Babyface, this 1994 hit was number one on the Billboard charts for fourteen straight weeks, a then record. Two years later, Boyz II Men would defeat themselves, when their Mariah Carey… Read More [Verse 1: Nathan Morris]
Close your eyes, make a wish
And blow out the candlelight
For tonight is just your night
We're gonna celebrate (Mm), all through the night

[Verse 2: Shawn Stockman]
Pour the wine, light the fire
Girl, your wish is my command
I submit to your demands
I will do anything, girl, you need only ask

[Chorus: Boyz II Men]
I'll make love to you
Like you want me to
And I'll hold you tight
Baby, all through the night
I'll make love to you
When you want me to
And I will not let go
'Til you tell me to

[Verse 3: Wanyá Morris]
Girl, relax, let's go slow
I ain't got nowhere to go
I'm just gonna concentrate on you
Girl, are you ready? (Whoa)
It's gonna be a long night
Throw your clothes (Throw your clothes)
On the floor (On the floor)


[Verse 4: Shawn Stockman & Wanyá Morris]
I'm gonna take my clothes off (Mm) too
I've made plans to be within you
Girl, whatever you ask me, you know I could do

[Chorus: Boyz II Men]
I'll make love to you (Baby, oh)
Like you want me to (Ooh)
And I'll hold you tight (Hold you tight)
Baby, all through the night
I'll make love to you
When you want me to (Hey, yeah)
And I will not let go
'Til you tell me to

[Bridge: Wanyá Morris]
Baby, tonight is your night
And I will do you right
Just make a wish on your night
Anything that you ask
I will give you the love of your life, your life, your life

[Chorus: Boyz II Men]
I'll make love to you (I'll make love)
Like you want me to
And I'll hold you tight (Hold you tight)
Baby, all through the night
I'll make love to you (I'll make love)
When you want me to
And I will not let go (Will not let go 'til you)
'Til you tell me to (Tell me to)
I'll make love to you  (I'll make love)
Like you want me to
And I'll hold you tight (Hold you tight)
Baby, all through the night
I'll make love to you (I'll make love)
When you want me to
And I will not let go (Will not let go 'til you)
'Til you tell me to (Tell me too, tell me, baby)"
Madonna - Vogue (Official Video),pop,https://www.youtube.com/watch?v=GuJQSAiODqI,Madonna Vogue,
Juice WRLD - Lucid Dreams (Official Music Video),pop,https://www.youtube.com/watch?v=mzB1VGEGcSU,Juice WRLD Lucid Dreams,
Tommy James and the Shondells - Crimson & Clover,pop,https://www.youtube.com/watch?v=XS0niyiKlcw,Tommy James and the Shondells Crimson Clover,"28 ContributorsCrimson and Clover LyricsAfter “Hanky Panky” and “Mony Mony” Tommy James and the Shondells changed directions to more musically intricate pieces and slightly more meaningful lyrics, fitting perfectly in the psychedelic music era, and… Read More [Verse 1]
Ah, now I don't hardly know her
But I think I could love her
Crimson and clover
Ah, I wish she'd come walking over
Now I've been waiting to show her
Crimson and clover
Over and over

[Instrumental Interlude]

[Verse 2]
Yeah (Da-da, da-da, da-da)
My my, such a sweet thing (Da-da, da-da, da-da)
I wanna do everything (Da-da, da-da, da-da)
What a beautiful feeling (Da-da, da-da, da-da)
Crimson and clover (Da-da, da-da, da-da)
Over and over

[Instrumental Bridge]

[Outro]
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over"
Pet Shop Boys - West End Girls (Official Video) [HD REMASTERED],pop,https://www.youtube.com/watch?v=p3j2NYZ8FKs,Pet Shop Boys West End Girls HD REMASTERED,
Smokey Robinson & The Miracles - The Tears Of A Clown (Lyric Video),pop,https://www.youtube.com/watch?v=51B55OQysj8,Smokey Robinson The Miracles The Tears Of A Clown,"32 ContributorsThe Tears of a Clown Lyrics“The Tears of a Clown” was released on the 1967 album Make It Happen The song was written by Smokey Robinson, Hank Cosby, and Stevie Wonder.

According to Robinson, Stevie came to him with the song’s backing… Read More [Intro]
Oh yeah, yeah, yeah

[Verse 1]
Now if there's a smile on my face
It's only there tryin' to fool the public
But when it comes down to foolin' you
Now, honey, that's quite a different subject
But don't let my glad expression
Give you the wrong impression

[Pre-Chorus]
Really I'm sad
(Sad, sad, sad, sad)
Oh, sadder than sad
(I'm hurt so bad)
You're gone, and I'm hurtin' so bad
(I pretend to be glad)
Like a clown, I pretend to be glad
(Sad, sad, sad, sad)

[Chorus]
Now there's some sad things known to man
But ain't too much sadder than
The tears of a clown
When there's no one around
Mmm-hmm, oh yeah, baby


[Verse 2]
Now if I appear to be carefree
It's only to camouflage my sadness
In order to shield my pride, I’ve tried
To cover this hurt with a show of gladness
But don't let my show convince you
That I've been happy since you

[Pre-Chorus]
Decided to go
(Why did you go?)
Oh, I need you so
(I need you so)
I'm hurt and I want you to know
(Want you to know)
But for others I put on a show
(It's just a show) Ooh-oh

[Chorus]
There's some sad things known to man
But ain't too much sadder than
The tears of a clown
When there's no one around
Oh yeah

[Verse 3]
Just like Pagliacci did (The great pretender)
I try to keep my sadness hid
Smiling in the public eye (The great pretender)
But in my lonely room, I cry


[Chorus]
The tears of a clown
When there's no one around
Oh yeah, baby

[Outro]
Now if there's a smile on my face (Tears of clown)
Don't let my glad expression (Tears of a clown)
Give you the wrong impression
Don't let this smile I wear (Tears of a clown)
Make you think that I don't care
When really I'm sad
Hurtin' so bad (Tears of a clown)
Cryin' all the time..."
Dolly Parton - 9 To 5,pop,https://www.youtube.com/watch?v=UbxUSsFXYo4,Dolly Parton 9 To 5,"85 Contributors9 to 5 Lyrics“9 to 5” was the theme song to the 1980 film Nine to Five, a story of gender inequality in the workplace. Parton starred in this film along with Jane Fonda and Lily Tomlin.

This song not only reached number… Read More [Verse 1]
Tumble out of bed and I stumble to the kitchen
Pour myself a cup of ambition
And yawn and stretch and try to come to life
Jump in the shower and the blood starts pumpin'
Out on the street, the traffic starts jumpin'
With folks like me on the job from nine to five

[Chorus]
Workin' nine to five, what a way to make a livin'
Barely gettin' by, it's all takin' and no givin'
They just use your mind and they never give you credit
It's enough to drive you crazy if you let it
Nine to five, for service and devotion
You would think that I would deserve a fair promotion
Want to move ahead but the boss won't seem to let me
I swear sometimes that man is out to get me
Mmmm

[Verse 2]
They let you dream just to watch 'em shatter
You're just a step on the bossman's ladder
But you've got dreams he'll never take away
In the same boat with a lot of your friends
Waitin' for the day your ship'll come in
And the tide's gonna turn an' it's all gonna roll your way


[Chorus]
Working nine to five, what a way to make a livin'
Barely gettin' by, it's all takin' and no givin'
They just use your mind and you never get the credit
It's enough to drive you crazy if you let it
Nine to five, yeah, they got you where they want you
There's a better life and you think about it don't you
It's a rich man's game no matter what they call it
And you spend your life puttin' money in his wallet
Nine to five, what a way to make a livin'
Barely gettin' by, it's all takin' and no givin'
They just use your mind and they never give you credit
It's enough to drive you crazy if you let it
Nine to five, yeah, they got you where they want you
There's a better life and you think about it don't you
It's a rich man's game no matter what they call it
And you spend your life puttin' money in his wallet"
No Doubt - Just A Girl,pop,https://www.youtube.com/watch?v=PHzOOQfhPFg,No Doubt Just A Girl,"67 ContributorsTranslationsPortuguêsFrançaisJust a Girl LyricsStefani’s famous critique of male-dominated society, written from the perspective of the “little girl” who “needs” protection. As it turns out, Stefani, like others, are quite capable of taking care of… Read More [Verse 1]
Take this pink ribbon off my eyes
I'm exposed, and it's no big surprise
Don't you think I know exactly where I stand?
This world is forcing me to hold your hand

[Chorus]
'Cause I'm just a girl, oh, little old me
Well, don't let me out of your sight
Oh, I'm just a girl, all pretty and petite
So don't let me have any rights

[Post-Chorus]
Oh, I've had it up to here

[Verse 2]
The moment that I step outside
So many reasons for me to run and hide
I can't do the little things I hold so dear
'Cause it's all those little things that I fear

[Chorus]
'Cause I'm just a girl, I'd rather not be
'Cause they won't let me drive late at night
Oh, I'm just a girl, guess I'm some kind of freak
'Cause they all sit and stare with their eyes
Oh, I'm just a girl, take a good look at me
Just your typical prototype


[Post-Chorus]
Oh, I've had it up to here
Oh, am I making myself clear?

[Bridge]
I'm just a girl
I'm just a girl in the world
That's all that you'll let me be

[Chorus]
Oh, I'm just a girl, living in captivity
Your rule of thumb makes me worrisome
Oh, I'm just a girl, what's my destiny?
What I've succumbed to is making me numb
Oh, I'm just a girl, my apologies
What I've become is so burdensome
Oh, I'm just a girl, lucky me
Twiddle-dum, there's no comparison

[Outro]
Oh, I've had it up to
Oh, I've had it up to
Oh, I've had it up to here"
Copacabana (At the Copa),pop,https://www.youtube.com/watch?v=f_-_9GGl0_I,Copacabana,
Boston - More Than a Feeling (Official HD Video),pop,https://www.youtube.com/watch?v=t4QK8RxCAwo,Boston More Than a Feeling,"68 ContributorsMore Than a Feeling LyricsThis is the first track off of Boston’s self-titled debut album, which describes the emotions that the singer is going through when he hears a particular song that takes him back to his memories of Marianne.[Verse 1]
I looked out this morning and the sun was gone
Turned on some music to start my day
I lost myself in a familiar song
I closed my eyes and I slipped away

[Chorus]
It's more than a feeling (More than a feeling)
When I hear that old song they used to play (More than a feeling)
And I begin dreaming (More than a feeling)
'Til I see Marianne walk away

[Post-Chorus]
I see my Marianne walkin' away

[Verse 2]
So many people have come and gone
Their faces fade as the years go by
Yet I still recall as I wander on
As clear as the sun in the summer sky

[Chorus]
It's more than a feeling (More than a feeling)
When I hear that old song they used to play (More than a feeling)
And I begin dreaming (More than a feeling)
'Til I see Marianne walk away
[Post-Chorus]
I see my Marianne walkin' away

[Guitar Solo]

[Verse 3]
When I'm tired and thinking cold
I hide in my music, forget the day
And dream of a girl I used to know
I closed my eyes and she slipped away
She slipped away

[Chorus]
It's more than a feeling (More than a feeling)
When I hear that old song they used to play (More than a feeling)
And I begin dreaming (More than a feeling)
'Til I see Marianne walk away

[Instrumental Outro]"
Nelly - Hot In Herre (Official Music Video),pop,https://www.youtube.com/watch?v=GeZZr_p6vB8,Nelly Hot In Herre,"96 ContributorsHot in Herre LyricsNelly and the Neptunes know their music history.  This song is a pretty direct tribute to the Go-Go Sound of the 1970s, and in particular “Bustin Loose” by Chuck Brown.[Intro: Nelly]
It's hot in, so hot in here
So hot in... (Ah)
Oh!

[Refrain: Nelly]
Want a little bit of (Uh, uh), and a little bit of (Uh, uh)
Just a little bit of, just a little bit of
Just a little bit of, just a little bit of

[Verse 1: Nelly]
I was like, good gracious, ass is bodacious (Uh)
Flirtatious, tryna show patience (Ah)
I'm waitin' for the right time to shoot my steez (You know)
Waitin' for the right time to flash them keys
Then, uh, I'm leavin', please believe in (Oh)
Me and the rest of my heathens
Check it, got it locked at the top of the Four Seasons
Penthouse, rooftop, birds I'm feedin'
No deceivin', nothin' up my sleeve and
No teasin', I need you to
Get up, up on the dance floor
Give that man what he askin' for (Oh)
'Cause I feel like bustin' loose
And I feel like touchin' you, uh, uh
And can't nobody stop the juice
So baby, tell me, what's the use? I said


[Chorus: Nelly & Dani Stevenson]
It's gettin' hot in here (So hot)
So take off all your clothes (Ayy)
I am gettin' so hot (Uh, uh, uh, uh)
I wanna take my clothes off (Oh)
It's gettin' hot in here (So hot)
So take off all your clothes (Ayy)
I am gettin' so hot (Uh, uh, uh, uh)
I wanna take my clothes off (Let it hang all out)

[Verse 2: Nelly]
Why you at the bar if you ain't poppin' the bottles? (C'mon)
What good is all the fame if you ain't fuckin' the models?
I see you drivin' sports cars, ain't hittin' the throttle
And I'll be down to do a hundred, top down and goggles
Got off the freeway, exit 106, and parked it
Ash tray, flip gate, time to spark it
Went Gucci collar for dollar, got out and walked it
I spit game 'cause, baby, I can't talk it
Warm (Uh), sweatin' (Uh), it's hot up in this joint
Vokal tank top on at this point
You're wit' a winner so, baby, you can't lose
I got secrets can't leave Cancun
So take it off like you're home alone
You know, dance in front your mirror while you're on the phone
Checkin' your reflection and tellin' your best friend
Like, ""Girl, I think my butt gettin' big!"" (Oh)


[Chorus: Nelly & Dani Stevenson]
It's gettin' hot in here (So hot)
So take off all your clothes (Ayy)
I am gettin' so hot (Uh, uh, uh, uh)
I wanna take my clothes off (Oh)
It's gettin' hot in here (So hot)
So take off all your clothes (Ayy)
I am gettin' so hot (Uh, uh, uh, uh)
I wanna take my clothes off (Let it hang all out)

[Post-Chorus: Nelly]
Mix a little bit of (Ah, ah) with a little bit of (Ah, ah)
Let it just fall out
Give a little bit of (Ah, ah) with a little bit of (Ah, ah)
Let it hang all out
With a little bit of (Ah, ah) and a sprinkle of that (Ah, ah)
Let it just fall out
I like it when ya (Ah, ah), girl, baby make it (Ah, ah)
Oh

[Verse 3: Nelly & Dani Stevenson]
Stop pacin', time wastin'
I got a friend with a pole in the basement (What?)
I'm just kiddin' like Jason (Oh)
Unless you're gon' do it
Extra, extra (Ayy), spread the news (Check it)
Nelly took a trip from the Lou' to the Neptunes
Came back with somethin' thicker than fittin' in Sasoons
Say she got a thing about cuttin' in restrooms (Oh)


[Chorus: Nelly & Dani Stevenson]
It's gettin' hot in here (So hot)
So take off all your clothes (Ayy)
I am gettin' so hot (Uh, uh, uh, uh)
I wanna take my clothes off (Oh)
It's gettin' hot in here (So hot)
So take off all your clothes (Ayy)
I am gettin' so hot (Uh, uh, uh, uh)
I wanna take my clothes off (Let it hang all out)

[Chorus: Nelly & Dani Stevenson]
It's gettin' hot in here (So hot, now)
So take off all your clothes (Ayy)
I am gettin' so hot (Check it, uh, uh, uh, uh)
I wanna take my clothes off (Oh)
It's gettin' hot in here (So hot)
So take off all your clothes (Oh)
I am gettin' so hot (Bring, it, bring it)
I wanna take my clothes off (Let it hang all out)

[Post-Chorus: Nelly]
Mix a little bit of (Ah, ah) with a little bit of (Ah, ah)
Let it just fall out
Give a little bit of (Ah, ah) with a little bit of (Ah, ah)
Let it hang all out
With a little bit of (Ah, ah) and a sprinkle of that (Ah, ah)
Let it just fall out
I like it when ya (Ah, ah), girl, baby make it (Ah, ah)
Oh"
Duran Duran - Hungry like the Wolf (Official Music Video),pop,https://www.youtube.com/watch?v=oJL-lCzEXgI,Duran Duran Hungry like the Wolf,"65 ContributorsHungry Like the Wolf Lyrics“Hungry Like the Wolf” was the second single from Rio. Lyrically, it was inspired by the fairy tale, Little Red Riding Hood, while sonically, fiddling around with burgeoning technologies such as Roland’s 808… Read More [Intro]
Ha-ha!

[Verse 1]
Darken the city, night is a wire
Steam in the subway, Earth is afire
Do-do-do-do, do-do-do, do-do, do-do-do, do-do
Woman, you want me, give me a sign
And catch my breathing even closer behind
Do-do-do-do, do-do-do, do-do, do-do-do, do-do

[Chorus]
In touch with the ground
I'm on the hunt, I'm after you
Smell like I sound, I'm lost in a crowd
And I'm hungry like the wolf
Straddle the line in discord and rhyme
I'm on the hunt, I'm after you
Mouth is alive with juices like wine
And I'm hungry like the wolf

[Verse 2]
Stalked in the forest, too close to hide
I'll be upon you by the moonlight side
Do-do-do-do, do-do-do, do-do, do-do-do, do-do
High blood drumming on your skin, it's so tight
You feel my heat, I'm just a moment behind
Do-do-do-do, do-do-do, do-do, do-do-do, do-do


[Chorus]
In touch with the ground
I'm on the hunt, I'm after you
Scent and a sound, I'm lost, and I'm found
And I'm hungry like the wolf
Strut on a line, it's discord and rhyme
I howl and I whine, I'm after you
Mouth is alive, all running inside
And I'm hungry like the wolf

[Interlude]
Hungry like the wolf
Hungry like the wolf
Hungry like the wolf

[Chorus]
Burning the ground, I break from the crowd
I'm on the hunt, I'm after you
I smell like I sound, I'm lost, and I'm found
And I'm hungry like the wolf
Strut on a line, it's discord and rhyme
I'm on the hunt, I'm after you
Mouth is alive with juices like wine
And I'm hungry like the wolf

[Chorus]
Burning the ground, I break from the crowd
I'm on the hunt, I'm after you
Scent and a sound, I'm lost, and I'm found
And I'm hungry like the wolf
Strut on a line, it's discord and rhyme
I howl and I whine, I'm after you
Mouth is alive, all running inside
And I’m…"
Post Malone - Circles (Official Music Video),pop,https://www.youtube.com/watch?v=wXhTHyIgQ_U,Post Malone Circles,"145 ContributorsTranslationsEspañolPortuguêsPolskiDeutschفارسیNederlandsČeskyItalianoTürkçeРусский (Russian)Circles Lyrics“Circles” is the fourth single from Post Malone’s third studio album, Hollywood’s Bleeding. The track continues the heartbreak theme from “Goodbyes” as he struggles to maintain a strong relationship with this… Read More [Intro]
Oh, oh, oh
Oh,  oh, oh
Oh,  oh, oh, oh, oh

[Verse 1]
We couldn't turn around 'til we were upside down
I'll be the bad guy now, but know I ain't too proud
I  couldn't be there even when I tried
You  don't believe it, we do this every time

[Chorus]
Seasons change and our love went cold
Feed  the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm  waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away

[Verse 2]
Let go, I got a feeling that it's time to let go
I said so, I knew that this was doomed from the get-go
You thought that it was special, special
But it was just the sex, though, the sex, though
And I still hear the echoes (The echoes)
I got a feeling that it's time to let it go, let it go


[Chorus]
Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away

[Bridge]
Maybe you don't understand what I'm going through
It's only me, what you got to lose?
Make up your mind, tell me, what are you gonna do?
It's only me, let it go

[Chorus]
Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away"
96 Tears,pop,https://www.youtube.com/watch?v=sjCMLU3Zil0,96 Tears,"16 Contributors96 Tears LyricsOriginally titled “69 Tears”, but changed as they feared it would be too dirty for radio, “96 Tears” was recorded in their manager’s living room and released as their debut single. 500 copies were printed on… Read More Too many teardrops
For one heart to be cryin'
Too many teardrops
For one heart to carry on

You're way on top now
Since you left me
You're always laughin'
Way down at me

But watch out now
I'm gonna get there
We'll be together
For just a little while

And then I'm gonna put you
Way down here
And you'll start cryin'
96 tears

Cry
Cry

And when the sun comes up, I'll be on top
You'll be right down there lookin' up
And I might wave, come up here
But I don't see you wavin' now


I'm way down here wonderin' how
I'm gonna get you, but I know now
I'll just cry
Cry
I'll just cry

Too many teardrops
For one heart to be cryin'
Too many teardrops
For one heart to carry on

You're gonna cry 96 tears
You're gonna cry 96 tears
You're gonna cry, cry cry cry, now
You're gonna cry, cry cry cry

96 tears, c'mon, let me hear you cry, now
96 tears, woo, I wanna hear you cry
Night and day, yeah, all night long
96 tears, cry cry cry
C'mon baby, let me hear you cry now
All night long, 96 tears
Yeah, c'mon now, 96 tears"
Mariah Carey - We Belong Together (Official Music Video),pop,https://www.youtube.com/watch?v=0habxsuXW4g,Mariah Carey We Belong Together,"92 ContributorsWe Belong Together Lyrics“We Belong Together” is the second single from Mariah Carey’s notable 2005 comeback album The Emancipation of Mimi.

The track was #1 on the Billboard charts for 14 weeks, which was the second-longest running… Read More [Intro]
Sweet love, yeah

[Verse 1]
I didn't mean it when I said I didn't love you so
I shoulda held on tight, I never shoulda let you go
I didn't know nothin', I was stupid, I was foolish
I was lyin' to myself
I couldn't have fathomed I would ever be without your love
Never imagined I'd be sitting here beside myself
Guess I didn't know you, guess I didn't know me
But I thought I knew everything I never felt

[Pre-Chorus]
The feelin' that I'm feelin' now that I don't hear your voice
Or have your touch and kiss your lips 'cause I don't have a choice
Oh, what I wouldn't give to have you lyin' by my side
Right here, 'cause, baby (We belong together)

[Chorus]
When you left, I lost a part of me (Together)
It's still so hard to believe
Come back, baby, please
(Come back, come back, come back, come back)
'Cause we belong together
Who else am I gon' lean on when times get rough? (Who else)
Who's gonna talk to me on the phone 'til the sun comes up? (Who else)
Who's gonna take your place? There ain't nobody better (Who else)
Oh, baby, baby, we belong together


[Verse 2]
I can't sleep at night when you are on my mind
Bobby Womack's on the radio
Singin' to me, ""If you think you're lonely now""
Wait a minute, this is too deep (Too deep)
I gotta change the station
So I turn the dial, tryna catch a break
And then I hear Babyface, ""I only think of you""
And it's breakin' my heart
I'm tryna keep it together, but I'm fallin' apart

[Pre-Chorus]
I'm feelin' all out of my element
Throwin' things, cryin'
Tryna figure out where the hell I went wrong
The pain reflected in this song
Ain't even half of what I'm feelin' inside
I need you, need you back in my life, baby (My life, my life)
(We belong together)

[Chorus]
When you left, I lost a part of me (Together)
It's still so hard to believe
Come back, baby, please
(Come back, come back, come back, come back)
'Cause we belong together
Who else am I gon' lean on when times get rough? (Who will?)
Who's gonna talk to me on the phone 'til the sun comes up? (Who will?)
Who's gonna take your place? There ain't nobody better (Who will?)
Oh, baby, baby, we belong together, baby
(We belong together) (Who will?)
[Post-Chorus]
When you left, I lost a part of me (Who will?)
It's still so hard to believe (Who will?)
Come back, baby, please
(Come back, come back, come back, come back)
'Cause we belong together
Who am I gonna lean on when times get rough? (Who will?)
Who's gon' talk to me 'til the sun comes up? (Who will?)
Who's gon' take your place? There ain't nobody better (Who will?)
Oh, baby, baby, we belong together

[Outro]
(Who will? Who will? Who will?)
We belong together"
Van Halen - Jump (Official Music Video) [HD],pop,https://www.youtube.com/watch?v=SwYN7mTi6HM,Van Halen Jump HD,
The Knack - My Sharona (Official Music Video),pop,https://www.youtube.com/watch?v=bbr60I0u2Ng,The Knack My Sharona,"42 ContributorsMy Sharona LyricsThe first single released by the Knack, “My Sharona” topped the US pop chart in 1979 and was declared song of the year. Overseas it reached the top 20 in several countries including a #6 peak in the UK.

The… Read More [Intro]

[Verse 1]
Ooh, my little pretty one, pretty one
When you gonna give me some time, Sharona?
Ooh, you make my motor run, my motor run
Gun it coming off of the line, Sharona

[Chorus]
Never gonna stop, give it up, such a dirty mind
I always get it up for the touch of the younger kind
My, my, my, I, yi, woo!
M-m-m-my Sharona

[Verse 2]
Come a little closer, huh, ah, will ya, huh?
Close enough to look in my eyes, Sharona
Keeping it a mystery gets to me
Running down the length of my thighs, Sharona

[Chorus]
Never gonna stop, give it up, such a dirty mind
I always get it up for the touch of the younger kind
My, my, my, I, yi, woo!
M-m-m-my Sharona
M-m-m-my Sharona


[Instrumental]

[Verse 3]
When you gonna get to me, get to me?
Is it just a matter of time, Sharona?
Is it j-just destiny, d-destiny
Or is it just a game in my mind, Sharona?

[Chorus]
Never gonna stop, give it up, such a dirty mind
I always get it up for the touch of the younger kind
My, my, my, I, yi, woo!
M-m-m-my my my, I, yi, woo!
M-m-m-my Sharona
M-m-m-my Sharona
M-m-m-my Sharona
M-m-m-my Sharona
[Instrumental]

[Outro]
Ooh, my Sharona
Ooh, my Sharona
Ooh, my Sharona"
Bad Bunny - Tití Me Preguntó (Official Video) | Un Verano Sin Ti,pop,https://www.youtube.com/watch?v=Cr8K88UcO0s,Bad Bunny Tit Me Pregunt Un Verano Sin Ti,
"Philip Bailey, Phil Collins - Easy Lover",pop,https://www.youtube.com/watch?v=JkRKT6T0QLg,Philip Bailey Phil Collins Easy Lover,"45 ContributorsEasy Lover LyricsReleased in 1984 on Bailey’s album Chinese Wall, “Easy Lover” is a collaboration between Phil Collins and Bailey. The song was a massive hit on both sides of the Atlantic (#2 in the US, behind Foreigner’s “I… Read More [Chorus: Bailey & Collins]
Easy lover
She'll get a hold on you, believe it
Like no other
Before you know it you'll be on your knees
She's an easy lover
She'll take your heart but you won't feel it
She's like no other
And I'm just trying to make you see

[Verse 1: Bailey]
She's the kind of girl you dream of
Dream of keeping hold of
You'd better forget it
You'll never get it
She will play around and leave you
Leave you and deceive you
Better forget it
Oh, you'll regret it

[Bridge: Collins]
No, you'll never change her, so leave it, leave it
Get out quick 'cause seeing is believing
It's the only way
You'll ever know, oh


[Chorus]
She's an easy lover
She'll get a hold on you, believe it
Like no other
Before you know it you'll be on your knees
She's an easy lover
She'll take your heart but you won't feel it
She's like no other
And I'm just trying to make you see

[Verse 2: Bailey]
You're the one that wants to hold her
Hold her and control her
You'd better forget it
You'll never get it
For she'll say that there's no other
'Til she finds another
Better forget it
Oh, you'll regret it

[Bridge: Collins]
And don't try to change her, just leave it, leave it
You're not the only one, ooh, seeing is believing
It's the only way
You'll ever know, oh


[Instrumental]

[Bridge: Bailey & Collins]
Now don't try to change her, just leave it, leave it
You're not the only one, 'cause seeing is believing
It's the only way
You'll ever know, oh

[Chorus]
She's an easy lover
She'll get a hold on you, believe it
She's like no other
Before you know it you'll be on your knees
(You'll be down on your knees)
She's an easy lover
She'll take your heart but you won't feel it
She's like no other
And I'm just trying to make you see
(Trying to make you see, yeah)

She's an easy lover
She'll get a hold on you, believe it
(Get a hold on you)
Like no other
Before you know it you'll be on your knees
(You'll be on your knees)
She's an easy lover
She'll take your heart but you won't feel it
(You won't feel it)
She's like no other
And I'm just trying to make you see
(Trying to make you see)


She's an easy lover
She'll get a hold on you, believe it..."
Estelle - American Boy [Feat. Kanye West] [Video],pop,https://www.youtube.com/watch?v=Ic5vxw3eijY,Estelle American Boy Feat Kanye West Video,
Foreigner - I Want To Know What Love Is (Official Music Video),pop,https://www.youtube.com/watch?v=r3Pr1_v7hsw,Foreigner I Want To Know What Love Is,"60 ContributorsI Want to Know What Love Is Lyrics“I Want to Know What Love Is” is an overwrought power ballad by British-American rock group Foreigner. It was the lead single off Agent Provocateur and is their biggest hit to date.

The song reached #1 in… Read More [Verse 1]
I've gotta take a little time
A little time to think things over
I better read between the lines
In case I need it when I'm older

[Verse 2]
Now, this mountain, I must climb
Feels like the world upon my shoulders
Through the clouds, I see love shine
It keeps me warm as life grows colder

[Pre-Chorus]
In my life, there's been heartache and pain
I don't know if I can face it again
Can't stop now, I've traveled so far
To change this lonely life

[Chorus]
I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me
Oh

[Verse 3]
I'm gonna take a little time
A little time to look around me
I've got nowhere left to hide
It looks like love has finally found me


[Pre-Chorus]
In my life, there's been heartache and pain
I don't know if I can face it again
Can't stop now, I've traveled so far
To change this lonely life

[Chorus]
I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me
I wanna know what love is
I want you to show me

[Outro]
(And I wanna feel) I wanna feel what love is
(And I know) I know you can show me
Let's talk about love
(I wanna know what love is) The love that you feel inside
(I want you to show me) And I'm feelin' so much love
(I wanna feel what love is) No, you just cannot hide
(I know you can show me) Yeah
I wanna know what love is (Let's talk about love)
I want you to show me, I wanna feel
(I wanna feel what love is) And I know, and I know
I know you can show me (Yeah)
(I wanna know what love is) (I wanna know)
(I want you to show me) I wanna know, I wanna know, wanna know
(I wanna feel what love is) (I wanna feel)
(I know you can show me)"
